Date,Price (Close),Volume,Bitcoin Price (Close),Ethereum (Google Interest),NFT (Google Interest),Obs
12-Apr-21,2139.35,21727936609,59893.45,46,26,376
13-Apr-21,2299.19,29456642939,63503.46,46,26,377
14-Apr-21,2435.1,35592822986,63109.7,46,26,378
15-Apr-21,2519.12,32325606817,63314.01,46,26,379
16-Apr-21,2431.95,36196928256,61572.79,46,26,380
17-Apr-21,2344.9,32349808978,60683.82,46,26,381
18-Apr-21,2237.14,50696368718,56216.18,47,18,382
19-Apr-21,2166.19,34060654971,55724.27,47,18,383
20-Apr-21,2330.21,39433483315,56473.03,47,18,384
21-Apr-21,2364.75,38899067643,53906.09,47,18,385
22-Apr-21,2403.54,53575904724,51762.27,47,18,386
23-Apr-21,2363.59,55413933925,51093.65,47,18,387
24-Apr-21,2211.63,31854226936,50050.87,47,18,388
25-Apr-21,2316.06,31814355546,49004.25,48,32,389
26-Apr-21,2534.48,35208325408,54021.75,48,32,390
27-Apr-21,2662.87,32275969215,55033.12,48,32,391
28-Apr-21,2746.38,34269031076,54824.7,48,32,392
29-Apr-21,2756.88,32578127990,53555.11,48,32,393
30-Apr-21,2773.21,29777179889,57750.18,48,32,394
1-May-21,2945.89,28726205272,57828.05,48,32,395
2-May-21,2952.06,28032013047,56631.08,93,18,396
3-May-21,3431.09,49174290212,57200.29,93,18,397
4-May-21,3253.63,62402045158,53333.54,93,18,398
5-May-21,3522.78,48334198383,57424.01,93,18,399
6-May-21,3490.88,44300394788,56396.52,93,18,400
7-May-21,3484.73,39607240515,57356.4,93,18,401
8-May-21,3902.65,50208491286,58803.78,93,18,402
9-May-21,3928.84,50568290278,58232.32,100,15,403
10-May-21,3952.29,62691789007,55859.8,100,15,404
11-May-21,4168.7,52679737865,56704.57,100,15,405
12-May-21,3785.85,69023382175,49150.54,100,15,406
13-May-21,3715.15,78398214539,49716.19,100,15,407
14-May-21,4079.06,48174271215,49880.54,100,15,408
15-May-21,3638.12,42422321751,46760.19,100,15,409
16-May-21,3587.51,47359478734,46456.06,84,14,410
17-May-21,3282.4,54061732774,43537.51,84,14,411
18-May-21,3380.07,40416525218,42909.4,84,14,412
19-May-21,2460.68,84482912776,37002.44,84,14,413
20-May-21,2784.29,67610826680,40782.74,84,14,414
21-May-21,2430.62,53774070802,37304.69,84,14,415
22-May-21,2295.71,42089937660,37536.63,84,14,416
23-May-21,2109.58,56005721977,34770.58,66,16,417
24-May-21,2643.59,53697121740,38705.98,66,16,418
25-May-21,2706.63,49558333256,38402.22,66,16,419
26-May-21,2888.7,42499766020,39294.2,66,16,420
27-May-21,2736.49,33373635283,38436.97,66,16,421
28-May-21,2419.91,39999114805,35697.61,66,16,422
29-May-21,2279.51,33773720220,34616.07,66,16,423
30-May-21,2390.31,25876619428,35678.13,44,9,424
31-May-21,2714.95,31007383150,37332.86,44,9,425
1-Jun-21,2633.52,27363223090,36684.93,44,9,426
2-Jun-21,2706.13,27723267359,37575.18,44,9,427
3-Jun-21,2855.13,30038207402,39208.77,44,9,428
4-Jun-21,2688.2,34173841611,36894.41,44,9,429
5-Jun-21,2630.58,30496672724,35551.96,44,9,430
6-Jun-21,2715.09,25311639414,35862.38,37,8,431
7-Jun-21,2590.26,30600111277,33560.71,37,8,432
8-Jun-21,2517.44,41909736778,33472.63,37,8,433
9-Jun-21,2608.27,36075832186,37345.12,37,8,434
10-Jun-21,2471.52,28753626390,36702.6,37,8,435
11-Jun-21,2353.77,24832564195,37334.4,37,8,436
12-Jun-21,2372.48,25724364410,35552.52,37,8,437
13-Jun-21,2508.39,27092945370,39097.86,31,8,438
14-Jun-21,2537.89,26964576331,40218.48,31,8,439
15-Jun-21,2610.94,29005279219,40406.27,31,8,440
16-Jun-21,2367.66,24101926180,38347.06,31,8,441
17-Jun-21,2372,21871633186,38053.5,31,8,442
18-Jun-21,2231.73,22752818388,35787.25,31,8,443
19-Jun-21,2178.5,18765854896,35615.87,31,8,444
20-Jun-21,2246.36,22535930423,35698.3,37,7,445
21-Jun-21,1888.45,33745173825,31676.69,37,7,446
22-Jun-21,1874.95,35547251725,32505.66,37,7,447
23-Jun-21,1989.74,28408659206,33723.03,37,7,448
24-Jun-21,1988.46,20272845769,34662.44,37,7,449
25-Jun-21,1813.22,22774334998,31637.78,37,7,450
26-Jun-21,1829.24,20637542361,32186.28,37,7,451
27-Jun-21,1978.89,19885474742,34649.64,27,6,452
28-Jun-21,2079.66,25514602841,34434.34,27,6,453
29-Jun-21,2160.77,24815124419,35867.78,27,6,454
30-Jun-21,2274.55,25828056268,35040.84,27,6,455
1-Jul-21,2113.61,29061701793,33572.12,27,6,456
2-Jul-21,2150.04,31796212554,33897.05,27,6,457
3-Jul-21,2226.11,17433361641,34668.55,27,6,458
4-Jul-21,2321.72,18787107473,35287.78,23,6,459
5-Jul-21,2198.58,20103794829,33746,23,6,460
6-Jul-21,2324.68,20891861314,34235.2,23,6,461
7-Jul-21,2315.16,22398345285,33855.33,23,6,462
8-Jul-21,2120.03,23188123689,32877.37,23,6,463
9-Jul-21,2146.69,23029574602,33798.01,23,6,464
10-Jul-21,2111.4,17581542471,33520.52,23,6,465
11-Jul-21,2139.66,14705386138,34240.19,21,7,466
12-Jul-21,2036.72,17768129077,33155.85,21,7,467
13-Jul-21,1940.08,16621628658,32702.03,21,7,468
14-Jul-21,1994.33,17342819679,32822.35,21,7,469
15-Jul-21,1911.18,15688092552,31780.73,21,7,470
16-Jul-21,1880.38,14884569147,31421.54,21,7,471
17-Jul-21,1898.83,13364282076,31533.07,21,7,472
18-Jul-21,1895.55,13791868728,31796.81,24,6,473
19-Jul-21,1817.3,14157735481,30817.83,24,6,474
20-Jul-21,1787.51,17368597636,29807.35,24,6,475
21-Jul-21,1990.97,21253359756,32110.69,24,6,476
22-Jul-21,2025.2,17495480331,32313.11,24,6,477
23-Jul-21,2124.78,16200392492,33581.55,24,6,478
24-Jul-21,2189.22,16057446601,34292.45,24,6,479
25-Jul-21,2191.37,14566483636,35350.19,27,7,480
26-Jul-21,2233.37,29614324233,37337.54,27,7,481
27-Jul-21,2298.33,23067480378,39406.94,27,7,482
28-Jul-21,2296.55,18991302378,39995.91,27,7,483
29-Jul-21,2380.96,16313373113,40008.42,27,7,484
30-Jul-21,2466.96,20212848934,42235.55,27,7,485
31-Jul-21,2536.21,18001710283,41626.2,27,7,486
1-Aug-21,2561.85,22697987055,39974.89,43,9,487
2-Aug-21,2610.15,22162754104,39201.95,43,9,488
3-Aug-21,2502.35,22696753413,38152.98,43,9,489
4-Aug-21,2724.62,25038698173,39747.5,43,9,490
5-Aug-21,2827.33,31057928075,40869.55,43,9,491
6-Aug-21,2890.94,26528577879,42816.5,43,9,492
7-Aug-21,3157.24,33081467129,44555.8,43,9,493
8-Aug-21,3013.73,28433638008,43798.12,41,15,494
9-Aug-21,3167.86,31983260936,46365.4,41,15,495
10-Aug-21,3141.69,27605221710,45585.03,41,15,496
11-Aug-21,3164.25,26729035052,45593.64,41,15,497
12-Aug-21,3043.41,25403699845,44428.29,41,15,498
13-Aug-21,3322.21,23868866254,47793.32,41,15,499
14-Aug-21,3265.44,19860862133,47096.95,41,15,500
15-Aug-21,3310.5,22166205051,47047,33,13,501
16-Aug-21,3156.51,23080039949,46004.48,33,13,502
17-Aug-21,3014.85,25509056745,44695.36,33,13,503
18-Aug-21,3020.09,21539248425,44801.19,33,13,504
19-Aug-21,3182.7,19546290360,46717.58,33,13,505
20-Aug-21,3286.94,20885619828,49339.18,33,13,506
21-Aug-21,3226.08,18113977628,48905.49,33,13,507
22-Aug-21,3242.12,15983278460,49321.65,33,27,508
23-Aug-21,3319.26,20511110509,49546.15,33,27,509
24-Aug-21,3172.46,20131028906,47706.12,33,27,510
25-Aug-21,3224.92,18902728235,48960.79,33,27,511
26-Aug-21,3100.33,17405668117,46942.22,33,27,512
27-Aug-21,3270.6,18489602004,49058.67,33,27,513
28-Aug-21,3244.4,13709633698,48902.4,33,27,514
29-Aug-21,3227,13296586731,48829.83,42,29,515
30-Aug-21,3224.37,19306924485,47054.98,42,29,516
31-Aug-21,3433.73,27280502987,47166.69,42,29,517
1-Sep-21,3834.83,30070890104,48847.03,42,29,518
2-Sep-21,3790.99,24387397330,49327.72,42,29,519
3-Sep-21,3940.61,26207765094,50025.38,42,29,520
4-Sep-21,3887.83,20806963328,49944.63,42,29,521
5-Sep-21,3952.13,18371468576,51753.41,39,22,522
6-Sep-21,3928.38,18674691198,52633.54,39,22,523
7-Sep-21,3426.39,39131346397,46811.13,39,22,524
8-Sep-21,3497.32,31738430771,46091.39,39,22,525
9-Sep-21,3427.34,24118055831,46391.42,39,22,526
10-Sep-21,3211.51,22355974097,44883.91,39,22,527
11-Sep-21,3270.28,18627122934,45201.46,39,22,528
12-Sep-21,3410.13,16810411424,46063.27,27,18,529
13-Sep-21,3285.51,22721552948,44963.07,27,18,530
14-Sep-21,3429.17,19125420848,47092.49,27,18,531
15-Sep-21,3615.28,17548551804,48176.35,27,18,532
16-Sep-21,3571.29,20093903064,47783.36,27,18,533
17-Sep-21,3398.54,17722363229,47267.52,27,18,534
18-Sep-21,3432.02,15995220233,48278.36,27,18,535
19-Sep-21,3329.45,14257609743,47260.22,32,19,536
20-Sep-21,2958.99,27371684581,42843.8,32,19,537
21-Sep-21,2764.43,30405062665,40693.68,32,19,538
22-Sep-21,3077.87,23742102645,43574.51,32,19,539
23-Sep-21,3155.52,18516291047,44895.1,32,19,540
24-Sep-21,2931.67,25595422789,42839.75,32,19,541
25-Sep-21,2925.57,18932786754,42716.59,32,19,542
26-Sep-21,3062.27,21172766310,43208.54,26,18,543
27-Sep-21,2934.14,19164053681,42235.73,26,18,544
28-Sep-21,2807.3,16895079070,41034.54,26,18,545
29-Sep-21,2853.14,15763456158,41564.36,26,18,546
30-Sep-21,3001.68,17661065099,43790.89,26,18,547
1-Oct-21,3307.52,22307625573,48116.94,26,18,548
2-Oct-21,3391.69,19202671704,47711.49,26,18,549
3-Oct-21,3418.36,15516566862,48199.95,32,22,550
4-Oct-21,3380.09,17747154101,49112.9,32,22,551
5-Oct-21,3518.52,16632591670,51514.81,32,22,552
6-Oct-21,3580.56,21855226591,55361.45,32,22,553
7-Oct-21,3587.97,19090322927,53805.98,32,22,554
8-Oct-21,3563.76,16222029488,53967.85,32,22,555
9-Oct-21,3575.72,12707036942,54968.22,32,22,556
10-Oct-21,3425.85,16171746693,54771.58,34,29,557
11-Oct-21,3545.35,18579189588,57484.79,34,29,558
12-Oct-21,3492.57,18109578443,56041.06,34,29,559
13-Oct-21,3606.2,16211275589,57401.1,34,29,560
14-Oct-21,3786.01,19443499909,57321.52,34,29,561
15-Oct-21,3862.63,20966841512,61593.95,34,29,562
16-Oct-21,3830.38,16578095629,60892.18,34,29,563
17-Oct-21,3847.1,15908090346,61553.62,45,30,564
18-Oct-21,3748.76,17386204158,62026.08,45,30,565
19-Oct-21,3877.65,15998757133,64261.99,45,30,566
20-Oct-21,4155.99,20338319988,65992.84,45,30,567
21-Oct-21,4054.32,28220661820,62210.17,45,30,568
22-Oct-21,3970.18,19432937968,60692.27,45,30,569
23-Oct-21,4171.66,14781537792,61393.62,45,30,570
24-Oct-21,4087.9,14978083638,60930.84,47,41,571
25-Oct-21,4217.88,15995727040,63039.82,47,41,572
26-Oct-21,4131.1,17157714562,60363.79,47,41,573
27-Oct-21,3930.26,26219530404,58482.39,47,41,574
28-Oct-21,4287.32,25958154575,60622.14,47,41,575
29-Oct-21,4414.75,22967641914,62227.96,47,41,576
30-Oct-21,4325.65,14615490626,61888.83,47,41,577
31-Oct-21,4288.07,17498160238,61318.96,48,53,578
1-Nov-21,4324.63,17985288261,61004.41,48,53,579
2-Nov-21,4584.8,20794448222,63226.4,48,53,580
3-Nov-21,4607.19,21220463155,62970.05,48,53,581
4-Nov-21,4537.32,18415244464,61452.23,48,53,582
5-Nov-21,4486.24,15086003586,61125.68,48,53,583
6-Nov-21,4521.58,14429076700,61527.48,48,53,584
7-Nov-21,4620.55,13541376033,63326.99,54,60,585
8-Nov-21,4812.09,19290896267,67566.83,54,60,586
9-Nov-21,4735.07,20834172627,66971.83,54,60,587
10-Nov-21,4636.17,22748160545,64995.23,54,60,588
11-Nov-21,4730.38,17933201129,64949.96,54,60,589
12-Nov-21,4667.12,18316060208,64155.94,54,60,590
13-Nov-21,4651.46,14457436261,64469.53,54,60,591
14-Nov-21,4626.36,12172962219,65466.84,46,63,592
15-Nov-21,4557.5,16275851299,63557.87,46,63,593
16-Nov-21,4216.37,27417502801,60161.25,46,63,594
17-Nov-21,4287.59,22183461850,60368.01,46,63,595
18-Nov-21,4000.65,21383250893,56942.14,46,63,596
19-Nov-21,4298.31,20626269711,58119.58,46,63,597
20-Nov-21,4409.93,15448261277,59697.2,46,63,598
21-Nov-21,4269.73,14094831413,58730.48,38,55,599
22-Nov-21,4088.46,19752218877,56289.29,38,55,600
23-Nov-21,4340.76,22133497059,57569.07,38,55,601
24-Nov-21,4239.98,21838037128,56280.43,38,55,602
25-Nov-21,4274.74,18705358318,57274.68,38,55,603
26-Nov-21,4030.91,26281795488,53569.77,38,55,604
27-Nov-21,4096.91,16515693874,54815.08,38,55,605
28-Nov-21,4294.45,15953126340,57248.46,44,70,606
29-Nov-21,4445.1,19086475837,57806.57,44,70,607
30-Nov-21,4631.48,28626354111,57005.43,44,70,608
1-Dec-21,4586.99,27634826695,57229.83,44,70,609
2-Dec-21,4511.3,21502671027,56477.82,44,70,610
3-Dec-21,4220.71,25879591528,53598.25,44,70,611
4-Dec-21,4119.59,38478999182,49200.7,44,70,612
5-Dec-21,4198.32,25533062707,49368.85,40,71,613
6-Dec-21,4358.74,28229518513,50582.63,40,71,614
7-Dec-21,4315.06,22366213354,50700.09,40,71,615
8-Dec-21,4439.36,18704315119,50504.8,40,71,616
9-Dec-21,4119.82,22296131874,47672.12,40,71,617
10-Dec-21,3908.5,28014595631,47243.3,40,71,618
11-Dec-21,4084.45,19131502454,49362.51,40,71,619
12-Dec-21,4134.45,14057603914,50098.34,39,88,620
13-Dec-21,3784.23,23999841386,46737.48,39,88,621
14-Dec-21,3745.44,23836759957,46612.63,39,88,622
15-Dec-21,4018.39,26411188833,48896.72,39,88,623
16-Dec-21,3962.47,19825531254,47665.43,39,88,624
17-Dec-21,3879.49,23143541098,46202.14,39,88,625
18-Dec-21,3960.86,19530895889,46848.78,39,88,626
19-Dec-21,3922.59,16167785597,46707.02,33,85,627
20-Dec-21,3933.84,21589690675,46880.28,33,85,628
21-Dec-21,4020.26,16388555198,48936.61,33,85,629
22-Dec-21,3982.1,13921756199,48628.51,33,85,630
23-Dec-21,4108.02,18007273742,50784.54,33,85,631
24-Dec-21,4047.98,12769090623,50822.2,33,85,632
25-Dec-21,4093.28,10894785525,50429.86,33,85,633
26-Dec-21,4067.33,11197244172,50809.52,35,71,634
27-Dec-21,4037.55,11424360002,50640.42,35,71,635
28-Dec-21,3800.89,17299472803,47588.86,35,71,636
29-Dec-21,3628.53,15722555672,46444.71,35,71,637
30-Dec-21,3713.85,12925377999,47178.13,35,71,638
31-Dec-21,3682.63,14157285268,46306.45,35,71,639
1-Jan-22,3769.7,9776191466,47686.81,35,71,640
2-Jan-22,3829.56,9881471548,47345.22,40,82,641
3-Jan-22,3761.38,12080777893,46458.12,40,82,642
4-Jan-22,3794.06,14030925983,45897.57,40,82,643
5-Jan-22,3550.39,18061338502,43569,40,82,644
6-Jan-22,3418.41,24293791313,43160.93,40,82,645
7-Jan-22,3193.21,24494179209,41557.9,40,82,646
8-Jan-22,3091.97,16037732700,41733.94,40,82,647
9-Jan-22,3157.75,12334683863,41911.6,39,79,648
10-Jan-22,3083.1,19535744145,41821.26,39,79,649
11-Jan-22,3238.11,15211447193,42735.86,39,79,650
12-Jan-22,3372.26,16662871689,43949.1,39,79,651
13-Jan-22,3248.29,15294466275,42591.57,39,79,652
14-Jan-22,3310,13562957230,43099.7,39,79,653
15-Jan-22,3330.53,9619999078,43177.4,39,79,654
16-Jan-22,3350.92,9505934874,43113.88,40,100,655
17-Jan-22,3212.3,12344309617,42250.55,40,100,656
18-Jan-22,3164.03,13024154091,42375.63,40,100,657
19-Jan-22,3095.83,13187424144,41744.33,40,100,658
20-Jan-22,3001.12,10645922764,40680.42,40,100,659
21-Jan-22,2557.93,26796291874,36457.32,40,100,660
22-Jan-22,2405.18,27369692036,35030.25,40,100,661
23-Jan-22,2535.04,16481489511,36276.8,43,96,662
24-Jan-22,2440.35,28220804648,36654.33,43,96,663
25-Jan-22,2455.94,16179776932,36954,43,96,664
26-Jan-22,2468.03,21229909340,36852.12,43,96,665
27-Jan-22,2423,16126522783,37138.23,43,96,666
28-Jan-22,2547.09,14666227351,37784.33,43,96,667
29-Jan-22,2597.08,11172062661,38138.18,43,96,668
30-Jan-22,2603.47,9501221177,37917.6,32,83,669
31-Jan-22,2688.28,13778234614,38483.13,32,83,670
1-Feb-22,2792.12,13194846235,38743.27,32,83,671
2-Feb-22,2682.85,13876301217,36952.98,32,83,672
3-Feb-22,2679.16,12755505065,37154.6,32,83,673
4-Feb-22,2983.59,18987223729,41500.88,32,83,674
5-Feb-22,3014.65,13102093957,41441.16,32,83,675
6-Feb-22,3057.48,9466018022,42412.43,29,66,676
7-Feb-22,3142.47,15197063785,43840.29,29,66,677
8-Feb-22,3122.61,17136080906,44118.45,29,66,678
9-Feb-22,3239.46,13951308490,44338.8,29,66,679
10-Feb-22,3077.48,18629485080,43565.11,29,66,680
11-Feb-22,2927.38,16043881065,42407.94,29,66,681
12-Feb-22,2917.36,11254355757,42244.47,29,66,682
13-Feb-22,2883.46,9054963563,42197.52,23,55,683
14-Feb-22,2933.48,12164552172,42586.92,23,55,684
15-Feb-22,3179.88,13921257873,44575.2,23,55,685
16-Feb-22,3127.83,12352406833,43961.86,23,55,686
17-Feb-22,2881.48,15860206214,40538.01,23,55,687
18-Feb-22,2785.73,15748173433,40030.98,23,55,688
19-Feb-22,2763.7,9774183169,40122.16,23,55,689
20-Feb-22,2628.65,11641437834,38431.38,25,46,690
21-Feb-22,2573.82,18646392740,37075.28,25,46,691
22-Feb-22,2639.3,16360200507,38286.03,25,46,692
23-Feb-22,2590.36,13382637240,37296.57,25,46,693
24-Feb-22,2598.07,29312342666,38332.61,25,46,694
25-Feb-22,2764.54,17208902048,39214.22,25,46,695
26-Feb-22,2781.11,11724648351,39105.15,25,46,696
27-Feb-22,2621.8,16150857254,37709.79,19,33,697
28-Feb-22,2919.2,19266124733,43193.23,19,33,698
1-Mar-22,2972.49,18757425786,44354.64,19,33,699
2-Mar-22,2950.12,16636517503,43924.12,19,33,700
3-Mar-22,2834.47,13091199728,42451.79,19,33,701
4-Mar-22,2617.16,14496939024,39137.61,19,33,702
5-Mar-22,2664.83,8072368396,39400.59,19,33,703
6-Mar-22,2555.04,8872976607,38419.98,17,27,704
7-Mar-22,2497.77,14594098731,38062.04,17,27,705
8-Mar-22,2576.75,13922922903,38737.27,17,27,706
9-Mar-22,2729.78,14173665398,41982.93,17,27,707
10-Mar-22,2608.05,13292477213,39437.46,17,27,708
11-Mar-22,2559.56,12382419582,38794.97,17,27,709
12-Mar-22,2574.75,6532996574,38904.01,17,27,710
13-Mar-22,2518.94,8632000379,37849.66,16,30,711
14-Mar-22,2590.7,11244398839,39666.75,16,30,712
15-Mar-22,2620.15,12861105614,39338.79,16,30,713
16-Mar-22,2772.06,17915109769,41143.93,16,30,714
17-Mar-22,2814.85,12685265194,40951.38,16,30,715
18-Mar-22,2945.34,15830879093,41801.16,16,30,716
19-Mar-22,2946.26,11576463120,42190.65,16,30,717
20-Mar-22,2860.46,12684727326,41247.82,19,31,718
21-Mar-22,2897.98,15206116098,41078,19,31,719
22-Mar-22,2973.13,16830539230,42358.81,19,31,720
23-Mar-22,3031.07,16008767658,42892.96,19,31,721
24-Mar-22,3108.06,18070503166,43960.93,19,31,722
25-Mar-22,3106.67,17030503831,44348.73,19,31,723
26-Mar-22,3143.18,8876420740,44500.83,19,31,724
27-Mar-22,3291.58,13431866834,46820.49,21,25,725
28-Mar-22,3336.63,20620450770,47128,21,25,726
29-Mar-22,3401.99,19533323636,47465.73,21,25,727
30-Mar-22,3385.16,15302506131,47062.66,21,25,728
31-Mar-22,3281.64,17685495686,45538.68,21,25,729
1-Apr-22,3449.55,20982988937,46281.64,21,25,730
2-Apr-22,3445.06,23571556215,45868.95,21,25,731